# Expression Atlas
# Query: Genes matching: 'default query', specifically up/down differentially expressed in 1 comparisons  given the adjusted p-value cutoff 1 and log2-fold change cutoff 0 in experiment E-MTAB-5783
# Timestamp: Fri, 13-Aug-2021 12:13:54
Gene ID	Gene Name	'Crohn's disease' vs 'normal' .foldChange	'Crohn's disease' vs 'normal'.pValue
ENSG00000174740	PABPC5	0.2	0.718544931654191
ENSG00000174744	BRMS1	0.1	0.915367027721543
ENSG00000174748	RPL15	-0.1	0.673065153285026
ENSG00000174749	FAM241A	0.4	0.166945598447852
ENSG00000174775	HRAS	-0.2	0.640192971979974
ENSG00000174776	WDR49	-0.3	0.523477495336248
ENSG00000174780	SRP72	0.2	0.302066622570502
ENSG00000174796	THAP6	-0.2	0.140017788901988
ENSG00000174799	CEP135	0.8	8.18635285367147E-5
ENSG00000174807	CD248	0.2	0.529666020009666
ENSG00000174808	BTC	-0.2	0.605776442146753
ENSG00000174827	PDZK1	-0.4	0.198988337511334
ENSG00000174839	DENND6A	0.3	0.00295965943759861
ENSG00000174840	PDE12	-0.1	0.820523104737244
ENSG00000174842	GLMN	-0.4	0.413925238210259
ENSG00000174851	YIF1A	0.3	0.511709928434231
ENSG00000174871	CNIH2	-0.3	0.701374679195586
ENSG00000174876	AMY1B	-0.3	0.49778743197072
ENSG00000174885	NLRP6	-0.2	0.645724789991473
ENSG00000174886	NDUFA11	0.7	0.0279514848818733
ENSG00000174891	RSRC1	0.2	0.460409782828907
ENSG00000174903	RAB1B	-0.2	0.731073369913599
ENSG00000174915	PTDSS2	-0.4	0.300426135934545
ENSG00000174917	MICOS13	-0.5	0.237346286328047
ENSG00000174928	C3orf33	0.4	0.434599046939669
ENSG00000174938	SEZ6L2	-0.3	0.569846058769636
ENSG00000174939	ASPHD1	1.2	0.00485443291012854
ENSG00000174943	KCTD13	0.1	0.700257142054504
ENSG00000174944	P2RY14	0.2	0.682413725815772
ENSG00000174945	AMZ1	-0.1	0.92673780251333
ENSG00000174946	GPR171	0.2	0.693079015517214
ENSG00000174953	DHX36	0.2	0.421637232136686
ENSG00000174963	ZIC4	-0.3	0.579156707073446
ENSG00000174977	AC026271.1	0.1	0.816185366813346
ENSG00000174989	FBXW8	-0.1	0.608504341951282
ENSG00000174990	CA5A	-0.5	0.292024213684487
ENSG00000174992	ZG16	-0.4	0.223327734132129
ENSG00000174996	KLC2	-0.3	0.449651466158557
ENSG00000175040	CHST2	0.4	0.231180744038251
ENSG00000175048	ZDHHC14	0.5	0.0228885687251135
ENSG00000175063	UBE2C	0.8	0.00479560317112198
ENSG00000175065	DSG4	0.4	0.508852679430676
ENSG00000175066	GK5	-0.3	0.0445614428412831
ENSG00000175087	PDIK1L	0.1	0.721212191027268
ENSG00000175104	TRAF6	-0.3	0.208654450726943
ENSG00000175105	ZNF654	-0.1	0.833926846150271
ENSG00000175106	TVP23C	0.3	0.258408889614601
ENSG00000175110	MRPS22	-0.1	0.635747659301782
ENSG00000175115	PACS1	0.5	0.0128703229723998
ENSG00000175130	MARCKSL1	0.7	1.49667332612549E-4
ENSG00000175137	SH3BP5L	0.4	0.0247009734267715
ENSG00000175147	TMEM51-AS1	0.3	0.454747240737958
ENSG00000175155	YPEL2	0.3	0.163388325532918
ENSG00000175164	ABO	0.4	0.123539261713301
ENSG00000175166	PSMD2	-0.5	2.2966400395569E-5
ENSG00000175175	PPM1E	-0.3	0.661454337253698
ENSG00000175182	FAM131A	-0.5	0.0392382719702178
ENSG00000175183	CSRP2	0.2	0.52013753186983
ENSG00000175193	PARL	0.2	0.585174203256067
ENSG00000175197	DDIT3	-0.2	0.720743660392559
ENSG00000175198	PCCA	0.1	0.595999119967934
ENSG00000175203	DCTN2	0.1	0.508143465718856
ENSG00000175213	ZNF408	0.5	0.1920082369191
ENSG00000175215	CTDSP2	-0.1	0.45057024696637
ENSG00000175216	CKAP5	-0.1	0.777955369787309
ENSG00000175220	ARHGAP1	-0.4	0.103675662053686
ENSG00000175221	MED16	-0.3	0.487879870259571
ENSG00000175224	ATG13	-0.1	0.594482773848864
ENSG00000175264	CHST1	0.2	0.701912622752123
ENSG00000175265	GOLGA8A	0.1	0.597796722329396
ENSG00000175267	VWA3A	-0.7	0.178092365348052
ENSG00000175279	CENPS	0.6	0.172790418673198
ENSG00000175309	PHYKPL	-0.2	0.135171057799826
ENSG00000175311	ANKS4B	-0.4	0.0728383564066497
ENSG00000175318	GRAMD2A	0.3	0.441178954391835
ENSG00000175324	LSM1	-0.5	0.332830121790205
ENSG00000175329	ISX	-0.6	0.0152223414272529
ENSG00000175334	BANF1	0.1	0.864991183050328
ENSG00000175344	CHRNA7	0.2	0.476559397194012
ENSG00000175348	TMEM9B	0.6	1.14880389157417E-4
ENSG00000175352	NRIP3	-0.1	0.938515235170814
ENSG00000175354	PTPN2	0.2	0.419818245400383
ENSG00000175356	SCUBE2	0.1	0.869598234802058
ENSG00000175376	EIF1AD	0.2	0.440574242167361
ENSG00000175387	SMAD2	0.1	0.216876021360902
ENSG00000175390	EIF3F	0.4	0.0703442388510614
ENSG00000175395	ZNF25	0.1	0.73745758865685
ENSG00000175414	ARL10	0.1	0.862304502159142
ENSG00000175416	CLTB	-0.3	0.0990895115458973
ENSG00000175426	PCSK1	0.6	0.0427588656675106
ENSG00000175445	LPL	0.8	0.00449338127382231
ENSG00000175449	RFESD	-0.1	0.907901725144117
ENSG00000175455	CCDC14	0.1	0.492060457252151
ENSG00000175463	TBC1D10C	0.7	0.0492469491726664
ENSG00000175467	SART1	-0.6	0.00381577381730608
ENSG00000175470	PPP2R2D	-0.4	0.0328263884256023
ENSG00000175471	MCTP1	0.4	0.0907050894411163
ENSG00000175482	POLD4	-0.9	0.00111890182969222
ENSG00000175485	OR52W1	-0.1	0.874865015121076
ENSG00000175489	LRRC25	0.4	0.418886493450472
ENSG00000175497	DPP10	-0.3	0.62653208973187
ENSG00000175505	CLCF1	-0.4	0.383932137120337
ENSG00000175520	UBQLN3	-0.2	0.780775820703248
ENSG00000175538	KCNE3	0.7	0.0017898282866499
ENSG00000175544	CABP4	0.3	0.486796542781239
ENSG00000175548	ALG10B	-0.1	0.876615784401152
ENSG00000175550	DRAP1	0.7	0.0272846957167723
ENSG00000175556	LONRF3	-0.3	0.428985833958409
ENSG00000175567	UCP2	-0.1	0.825159412778253
ENSG00000175575	PAAF1	0.1	0.631098666969463
ENSG00000175582	RAB6A	0.3	0.00130862827735098
ENSG00000175591	P2RY2	-0.5	0.256015895061117
ENSG00000175592	FOSL1	-0.1	0.903429555640111
ENSG00000175595	ERCC4	0.2	0.632485745376615
ENSG00000175600	SUGCT	0.3	0.543758968357896
ENSG00000175602	CCDC85B	1.2	4.77356398596909E-4
ENSG00000175604	AC007601.1	-0.5	0.353477589708185
ENSG00000175606	TMEM70	0.2	0.767915837222811
ENSG00000175634	RPS6KB2	-0.3	0.466594966687206
ENSG00000175643	RMI2	-0.2	0.569741771944836
ENSG00000175662	TOM1L2	-0.3	0.200972709863115
ENSG00000175691	ZNF77	0.1	0.946462501868017
ENSG00000175707	KDF1	0.4	0.336954554724785
ENSG00000175711	B3GNTL1	-0.3	0.585018410221611
ENSG00000175727	MLXIP	-0.2	0.257894493895117
ENSG00000175745	NR2F1	0.9	1.34812755980352E-4
ENSG00000175746	C15orf54	0.4	0.50478077732623
ENSG00000175756	AURKAIP1	-0.2	0.613696861559999
ENSG00000175772	LINC01106	0.1	0.744628635939899
ENSG00000175773	ZBTB44-DT	-1.0	0.0261097612153959
ENSG00000175779	LINC02694	-0.2	0.739790651543477
ENSG00000175782	SLC35E3	-0.2	0.38986138240007
ENSG00000175787	ZNF169	0.1	0.879900992338513
ENSG00000175792	RUVBL1	0.1	0.851816895047257
ENSG00000175793	SFN	-0.2	0.696442394638931
ENSG00000175806	MSRA	-0.1	0.869616162106822
ENSG00000175820	CCDC168	0.2	0.785385125383528
ENSG00000175832	ETV4	-0.6	0.117086049116312
ENSG00000175857	GAPT	-0.1	0.894485640008419
ENSG00000175866	BAIAP2	-0.3	0.586051264224713
ENSG00000175879	HOXD8	0.1	0.871726047337089
ENSG00000175893	ZDHHC21	-0.2	0.200264871365405
ENSG00000175899	A2M	0.1	0.74229514720227
ENSG00000175906	ARL4D	-0.1	0.908022203921457
ENSG00000175928	LRRN1	0.7	0.0454973851607871
ENSG00000175931	UBE2O	-0.2	0.397886607808367
ENSG00000175970	UNC119B	-0.1	0.747654431645556
ENSG00000176014	TUBB6	0.4	0.115013382345722
ENSG00000176024	ZNF613	-0.2	0.571922073583689
ENSG00000176049	JAKMIP2	-0.2	0.747293315851727
ENSG00000176054	RPL23P2	-0.5	0.299457650373102
ENSG00000176055	MBLAC2	0.1	0.793133468123091
ENSG00000176058	TPRN	0.1	0.803503438233224
ENSG00000176087	SLC35A4	0.5	0.100034175089521
ENSG00000176092	CRYBG2	-0.7	0.0424062395987203
ENSG00000176095	IP6K1	0.8	0.00239428672473798
ENSG00000176101	SSNA1	-0.7	0.1920082369191
ENSG00000176102	CSTF3	-0.1	0.893731597579214
ENSG00000176105	YES1	0.4	0.00290695349570638
ENSG00000176108	CHMP6	-0.6	0.176750014285288
ENSG00000176142	TMEM39A	0.2	0.114982240272951
ENSG00000176148	TCP11L1	-0.1	0.710347563852304
ENSG00000176153	GPX2	0.7	5.85738648620145E-4
ENSG00000176155	CCDC57	-0.2	0.653292627282362
ENSG00000176170	SPHK1	0.9	0.0241719932445447
ENSG00000176171	BNIP3	0.1	0.854038178756164
ENSG00000176182	MYPOP	-0.3	0.625538101349307
ENSG00000176194	CIDEA	0.2	0.703915841351409
ENSG00000176204	LRRTM4	0.3	0.588142505408224
ENSG00000176208	ATAD5	0.2	0.53320402271767
ENSG00000176209	SMIM19	0.1	0.740003227868018
ENSG00000176222	ZNF404	0.3	0.624290687244081
ENSG00000176225	RTTN	0.1	0.600527166879879
ENSG00000176243	CDV3P1	0.1	0.839299821847549
ENSG00000176248	ANAPC2	-0.1	0.903447202189323
ENSG00000176261	ZBTB8OS	-0.2	0.63988222920112
ENSG00000176268	CYCSP34	-0.3	0.650772212163385
ENSG00000176273	SLC35G1	-0.3	0.380966607648245
ENSG00000176293	ZNF135	0.2	0.624801963104191
ENSG00000176318	FOXN3P1	-0.8	0.0545620835779246
ENSG00000176340	COX8A	0.1	0.842506066999269
ENSG00000176349	AC104129.1	-0.5	0.38084067791415
ENSG00000176358	TAC4	-0.1	0.842807065272292
ENSG00000176371	ZSCAN2	-0.4	0.333456287156806
ENSG00000176383	B3GNT4	-0.4	0.410435367751317
ENSG00000176386	CDC26	-0.8	0.0456181187512872
ENSG00000176387	HSD11B2	-0.2	0.476730814293812
ENSG00000176393	RNPEP	0.3	0.214563065939525
ENSG00000176396	EID2	0.4	0.21689614861259
ENSG00000176399	DMRTA1	-0.3	0.590573831613861
ENSG00000176401	EID2B	-0.1	0.860490090770872
ENSG00000176406	RIMS2	-0.2	0.644058632159591
ENSG00000176407	KCMF1	0.2	0.537072851187548
ENSG00000176410	DNAJC30	-0.1	0.880856177894541
ENSG00000176422	SPRYD4	0.3	0.344048963350054
ENSG00000176435	CLEC14A	0.7	0.0139999142144036
ENSG00000176438	SYNE3	-0.1	0.789697474587206
ENSG00000176454	LPCAT4	-0.2	0.444420173435827
ENSG00000176463	SLCO3A1	0.2	0.649361359505464
ENSG00000176472	ZNF575	0.3	0.456063234669207
ENSG00000176476	SGF29	-0.5	0.0694255797868421
ENSG00000176485	PLAAT3	0.4	0.0767266165718527
ENSG00000176490	DIRAS1	0.5	0.272163939881206
ENSG00000176495	OR5AN1	-0.7	0.146168591396211
ENSG00000176531	PHLDB3	0.7	0.0352110308578749
ENSG00000176532	PRR15	0.3	0.361231834953678
ENSG00000176533	GNG7	0.7	0.0040555912287057
ENSG00000176563	CNTD1	-0.1	0.89431053987254
ENSG00000176593	AC008969.1	-0.1	0.769866206948509
ENSG00000176595	KBTBD11	-0.2	0.490678504103677
ENSG00000176601	MAP3K19	0.1	0.919721111104571
ENSG00000176619	LMNB2	0.2	0.558898030021552
ENSG00000176623	RMDN1	0.2	0.104269294198492
ENSG00000176624	MEX3C	-0.1	0.869758322317906
ENSG00000176641	RNF152	-0.1	0.767537729716476
ENSG00000176658	MYO1D	-0.1	0.725404081951735
ENSG00000176678	FOXL1	0.3	0.572923930529263
ENSG00000176681	LRRC37A	-0.1	0.877080769956588
ENSG00000176697	BDNF	0.3	0.657537839737046
ENSG00000176700	SCAND2P	0.2	0.754973605904806
ENSG00000176714	CCDC121	-0.7	0.0961762556460928
ENSG00000176715	ACSF3	-0.1	0.466869643446026
ENSG00000176720	BOK	0.4	0.388455702927422
ENSG00000176728	TTTY14	0.2	0.702248318602831
ENSG00000176731	RBIS	0.2	0.523122295843508
ENSG00000176732	PFN4	0.2	0.716534974179063
ENSG00000176749	CDK5R1	0.6	0.0608585200298884
ENSG00000176771	NCKAP5	-0.3	0.365788418563449
ENSG00000176788	BASP1	0.8	6.98854820017209E-4
ENSG00000176809	LRRC37A3	-0.1	0.819030377295022
ENSG00000176834	VSIG10	-0.1	0.745579493394658
ENSG00000176845	METRNL	0.1	0.777316088742954
ENSG00000176853	FAM91A1	0.2	0.136647854897973
ENSG00000176857	GJA1P1	-0.3	0.560505278901659
ENSG00000176871	WSB2	-0.5	0.020818650006594
ENSG00000176884	GRIN1	-0.7	0.146753494851401
ENSG00000176887	SOX11	0.4	0.447447196696685
ENSG00000176890	TYMS	0.4	0.330790043053831
ENSG00000176894	PXMP2	-0.2	0.697333916610371
ENSG00000176907	TCIM	0.2	0.616452598322938
ENSG00000176909	MAMSTR	-0.3	0.595999119967934
ENSG00000176912	TYMSOS	0.4	0.544262303040285
ENSG00000176915	ANKLE2	-0.1	0.738668100035591
ENSG00000176920	FUT2	0.3	0.304139264101967
ENSG00000176927	EFCAB5	0.6	0.157721141238845
ENSG00000176928	GCNT4	-0.4	0.163905764723728
ENSG00000176945	MUC20	0.2	0.764743435256815
ENSG00000176946	THAP4	-0.4	0.254314621844739
ENSG00000176953	NFATC2IP	-0.1	0.656891354959799
ENSG00000176971	FIBIN	0.6	0.192905645874689
ENSG00000176973	FAM89B	1.1	0.00651884358612843
ENSG00000176974	SHMT1	-0.3	0.396260803099675
ENSG00000176978	DPP7	0.6	0.0466277548406973
ENSG00000176984	AP000679.1	0.2	0.778315353204938
ENSG00000176986	SEC24C	-0.2	0.282890173436226
ENSG00000176994	SMCR8	-0.1	0.549317028324153
ENSG00000177000	MTHFR	-0.2	0.477348253073338
ENSG00000177025	C19orf18	0.3	0.635705435814219
ENSG00000177030	DEAF1	-0.2	0.539429112482125
ENSG00000177034	MTX3	-0.2	0.508203110350882
ENSG00000177042	TMEM80	-0.1	0.847069166369783
ENSG00000177051	FBXO46	0.4	0.286960086045192
ENSG00000177054	ZDHHC13	0.7	6.57991276811905E-4
ENSG00000177058	SLC38A9	-0.2	0.548257122576911
ENSG00000177076	ACER2	-0.1	0.852036797791928
ENSG00000177082	WDR73	-0.1	0.874327034990117
ENSG00000177084	POLE	-0.2	0.505766106122543
ENSG00000177096	PHETA2	-0.1	0.95004632500207
ENSG00000177098	SCN4B	-0.2	0.647159650031781
ENSG00000177103	DSCAML1	-0.3	0.640192971979974
ENSG00000177105	RHOG	-0.3	0.255475386137348
ENSG00000177106	EPS8L2	-0.2	0.390968455682465
ENSG00000177108	ZDHHC22	-0.7	0.167474174616748
ENSG00000177112	MRVI1-AS1	0.2	0.668398775224506
ENSG00000177119	ANO6	0.1	0.701911618665479
ENSG00000177125	ZBTB34	-0.1	0.714287941762404
ENSG00000177150	FAM210A	0.3	0.358280024321887
ENSG00000177156	TALDO1	0.2	0.470995069723404
ENSG00000177169	ULK1	0.3	0.356329970548781
ENSG00000177173	NAP1L4P1	-0.3	0.338554433959554
ENSG00000177181	RIMKLA	-0.2	0.675504015125712
ENSG00000177182	CLVS1	-0.1	0.875402433752535
ENSG00000177189	RPS6KA3	-0.2	0.117086049116312
ENSG00000177192	PUS1	-0.1	0.81077995624361
ENSG00000177197	PCNPP5	1.0	0.0199587907197446
ENSG00000177238	TRIM72	-0.5	0.298380616628367
ENSG00000177239	MAN1B1	-0.4	0.232879848298939
ENSG00000177272	KCNA3	-0.1	0.833465010315008
ENSG00000177283	FZD8	0.2	0.805325641681332
ENSG00000177301	KCNA2	-0.2	0.712245714779226
ENSG00000177302	TOP3A	-0.4	0.0872611680917519
ENSG00000177303	CASKIN2	-0.2	0.587363808312006
ENSG00000177311	ZBTB38	-0.1	0.762421694636238
ENSG00000177335	C8orf31	0.6	0.279027274346094
ENSG00000177337	DLGAP1-AS1	0.2	0.650010403063237
ENSG00000177340	AC024940.1	-0.1	0.947933207608694
ENSG00000177350	RPL13AP3	0.2	0.649307230116022
ENSG00000177352	CCDC71	0.8	0.0724364006161356
ENSG00000177359	AC024940.2	-0.2	0.779690760960832
ENSG00000177363	LRRN4CL	0.8	0.0149078409215126
ENSG00000177370	TIMM22	-0.3	0.54562635129225
ENSG00000177374	HIC1	0.8	0.00119591551344552
ENSG00000177380	PPFIA3	-0.1	0.918349306113552
ENSG00000177383	MAGEF1	0.5	0.044502528786777
ENSG00000177406	NINJ2-AS1	0.1	0.874639038498078
ENSG00000177409	SAMD9L	0.7	4.66521524654497E-4
ENSG00000177410	ZFAS1	0.1	0.747925337378801
ENSG00000177425	PAWR	-0.1	0.543758968357896
ENSG00000177426	TGIF1	0.1	0.724868261173284
ENSG00000177427	MIEF2	-0.9	0.0176762835333479
ENSG00000177432	NAP1L5	0.2	0.597196833774299
ENSG00000177453	NIM1K	-0.3	0.692992832352711
ENSG00000177455	CD19	0.3	0.631326731131865
ENSG00000177459	ERICH5	0.2	0.76830326635116
ENSG00000177463	NR2C2	-0.3	0.0110267292677747
ENSG00000177464	GPR4	0.7	0.0913160661930021
ENSG00000177465	ACOT4	0.3	0.613334096711307
ENSG00000177479	ARIH2	-0.1	0.65419436027125
ENSG00000177485	ZBTB33	0.1	0.710616959259848
ENSG00000177494	ZBED2	0.6	0.103370485471724
ENSG00000177508	IRX3	0.4	0.504633065075094
ENSG00000177511	ST8SIA3	-0.3	0.685572420739701
ENSG00000177535	OR2B11	0.2	0.731073369913599
ENSG00000177556	ATOX1	-0.1	0.899836321583611
ENSG00000177565	TBL1XR1	0.5	1.04822542193398E-10
ENSG00000177570	SAMD12	0.1	0.697864574786666
ENSG00000177575	CD163	0.5	0.0740785927792867
ENSG00000177576	C18orf32	-0.2	0.657492443394915
ENSG00000177590	GIMAP3P	-0.1	0.875545535670205
ENSG00000177595	PIDD1	0.4	0.512227021564132
ENSG00000177599	ZNF491	-0.2	0.784631537805864
ENSG00000177600	RPLP2	0.3	0.0455935404227907
ENSG00000177602	HASPIN	-0.1	0.876348604958242
ENSG00000177606	JUN	0.5	0.00921554553872751
ENSG00000177613	CSTF2T	-0.2	0.520252184483363
ENSG00000177614	PGBD5	0.2	0.822988724766845
ENSG00000177628	GBA	-0.3	0.450720053365483
ENSG00000177646	ACAD9	-0.3	0.281125202014605
ENSG00000177663	IL17RA	0.2	0.460992740023318
ENSG00000177666	PNPLA2	-0.3	0.309532021708517
ENSG00000177674	AGTRAP	0.3	0.597196833774299
ENSG00000177675	CD163L1	-0.2	0.382286099267281
ENSG00000177679	SRRM3	-0.8	0.0611055029165509
ENSG00000177683	THAP5	-0.2	0.36163205253447
ENSG00000177688	SUMO4	-0.2	0.693726698512311
ENSG00000177692	DNAJC28	0.1	0.908013966886158
ENSG00000177694	NAALADL2	-0.2	0.486042136837175
ENSG00000177697	CD151	-0.6	0.0238475818276475
ENSG00000177706	FAM20C	-0.3	0.290537319793004
ENSG00000177707	NECTIN3	-0.2	0.266121166858948
ENSG00000177728	TMEM94	-0.6	5.40399634032727E-4
ENSG00000177731	FLII	-0.4	0.137441008890038
ENSG00000177733	HNRNPA0	0.3	0.0770770713291879
ENSG00000177738	AC025171.1	-0.3	0.579518818150845
ENSG00000177757	FAM87B	-0.1	0.917027871904135
ENSG00000177803	AC112247.1	-0.2	0.659996618017796
ENSG00000177807	KCNJ10	0.9	0.00307871820039701
ENSG00000177822	TENM3-AS1	0.3	0.707869606380437
ENSG00000177839	PCDHB9	-0.4	0.465785793297439
ENSG00000177853	ZNF518A	-0.1	0.781706898252087
ENSG00000177854	TMEM187	0.2	0.668738395229255
ENSG00000177855	CACYBPP2	0.2	0.806451138119205
ENSG00000177868	SVBP	-0.4	0.482991976784306
ENSG00000177875	CCDC184	0.5	0.353963105578733
ENSG00000177879	AP3S1	0.4	0.0490352645949144
ENSG00000177885	GRB2	0.2	0.412988028163455
ENSG00000177888	ZBTB41	0.1	0.618367992334687
ENSG00000177889	UBE2N	0.4	0.0299531046525669
ENSG00000177917	ARL6IP6	-0.2	0.576233241133095
ENSG00000177932	ZNF354C	-0.1	0.901769452416898
ENSG00000177943	MAMDC4	-0.8	0.0485297305661336
ENSG00000177946	CENPBD1	-0.1	0.859511985300443
ENSG00000177947	ODF3	-0.2	0.740563603368052
ENSG00000177951	BET1L	-0.2	0.421263337816628
ENSG00000177954	RPS27	-0.2	0.476185474557067
ENSG00000177971	IMP3	0.4	0.332287726191682
ENSG00000177981	ASB8	-0.1	0.772157716967957
ENSG00000177989	ODF3B	0.2	0.819489881632058
ENSG00000177992	SPATA31E1	-1.0	0.0165888818890234
ENSG00000177993	ZNRF3-AS1	-0.4	0.505766106122543
ENSG00000178021	TSPYL6	0.4	0.47492982381334
ENSG00000178026	LRRC75B	-0.3	0.512170291522278
ENSG00000178028	DMAP1	0.2	0.461985778602608
ENSG00000178031	ADAMTSL1	-0.2	0.631352773638633
ENSG00000178033	CALHM5	0.1	0.857760785632716
ENSG00000178035	IMPDH2	-0.4	0.0807900531144217
ENSG00000178053	MLF1	-0.3	0.636396192335785
ENSG00000178055	PRSS42P	-0.7	0.138718164512264
ENSG00000178075	GRAMD1C	-0.2	0.59092079763523
ENSG00000178078	STAP2	-0.3	0.418993856020846
ENSG00000178082	TWF1P1	-0.2	0.713721074028301
ENSG00000178096	BOLA1	-1.0	0.00473454857039977
ENSG00000178104	PDE4DIP	-0.2	0.30365836262736
ENSG00000178105	DDX10	-0.1	0.845999572137441
ENSG00000178127	NDUFV2	0.2	0.543758968357896
ENSG00000178146	AL672207.1	-0.3	0.637341377684217
ENSG00000178149	DALRD3	-0.3	0.572465198989192
ENSG00000178150	ZNF114	-0.3	0.54357840684359
ENSG00000178162	FAR2P2	-0.3	0.693745961461159
ENSG00000178163	ZNF518B	-0.1	0.836577625425021
ENSG00000178171	AMER3	0.1	0.913617394257326
ENSG00000178175	ZNF366	0.8	0.0308293707841973
ENSG00000178177	LCORL	-0.2	0.252320544355836
ENSG00000178184	PARD6G	-0.5	0.172714258683636
ENSG00000178188	SH2B1	1.1	1.59515192566411E-9
ENSG00000178201	VN1R1	0.2	0.695113975040682
ENSG00000178202	POGLUT3	0.4	0.0608585200298884
ENSG00000178209	PLEC	-0.6	4.35728124897743E-6
ENSG00000178222	RNF212	-0.2	0.713813911949604
ENSG00000178229	ZNF543	0.1	0.842082233880556
ENSG00000178234	GALNT11	-0.1	0.577155626210384
ENSG00000178252	WDR6	-0.5	0.0290517194256634
ENSG00000178295	GEN1	0.2	0.662991968628936
ENSG00000178297	TMPRSS9	-0.2	0.813928799634129
ENSG00000178301	AQP11	-0.4	0.115928116455128
ENSG00000178307	TMEM11	0.3	0.410584743513079
ENSG00000178338	ZNF354B	0.2	0.532515800006425
ENSG00000178381	ZFAND2A	0.3	0.487674190136282
ENSG00000178385	PLEKHM3	-0.1	0.623315937600351
ENSG00000178386	ZNF223	-0.1	0.886676933642918
ENSG00000178397	FAM220A	-0.4	0.444637233474045
ENSG00000178401	DNAJC22	-0.5	0.0175170740266716
ENSG00000178404	CEP295NL	0.1	0.881919680662971
ENSG00000178409	BEND3	-0.4	0.330195349278916
ENSG00000178425	NT5DC1	-0.3	0.0973648492516671
ENSG00000178429	RPS3AP5	-0.4	0.294237552663977
ENSG00000178440	TIMM23B-AGAP6	0.5	0.282983656512321
ENSG00000178445	GLDC	0.5	0.267357225708978
ENSG00000178449	COX14	0.8	7.23430259719626E-4
ENSG00000178462	TUBAL3	-0.8	7.69897463174139E-4
ENSG00000178464	RPL10P16	-0.5	0.0633225091998811
ENSG00000178467	P4HTM	-0.6	0.0881308400140402
ENSG00000178473	UCN3	-0.4	0.387889692539199
ENSG00000178498	DTX3	-0.1	0.905128952486964
ENSG00000178502	KLHL11	-0.3	0.482273529426752
ENSG00000178537	SLC25A20	0.1	0.681333952624314
ENSG00000178538	CA8	0.3	0.421602675018816
ENSG00000178562	CD28	0.2	0.695113975040682
ENSG00000178567	EPM2AIP1	0.4	0.00543063931865253
ENSG00000178573	MAF	0.4	0.033221291336599
ENSG00000178585	CTNNBIP1	-0.3	0.4852163545755
ENSG00000178605	GTPBP6	0.1	0.801861082709164
ENSG00000178607	ERN1	0.3	0.151719599012117
ENSG00000178623	GPR35	-0.2	0.560463163670585
ENSG00000178636	AC092656.1	-0.6	0.271125507849434
ENSG00000178654	PPIAP33	-0.2	0.744565595790806
ENSG00000178662	CSRNP3	0.4	0.246707556140485
ENSG00000178665	ZNF713	0.5	0.0982937124965755
ENSG00000178691	SUZ12	0.2	0.229639486001296
ENSG00000178694	NSUN3	0.2	0.541601834666234
ENSG00000178695	KCTD12	0.2	0.409639148116069
ENSG00000178715	AL450998.1	-0.1	0.86487984124441
ENSG00000178718	RPP25	-0.3	0.589724964262795
ENSG00000178719	GRINA	0.6	0.033221291336599
ENSG00000178722	C5orf64	0.1	0.90772271306035
ENSG00000178723	GLULP4	-0.3	0.664804289618607
ENSG00000178726	THBD	0.8	0.014246089819107
ENSG00000178741	COX5A	-0.2	0.382491361189312
ENSG00000178750	STX19	0.2	0.654748232860921
ENSG00000178773	CPNE7	0.1	0.879665534912462
ENSG00000178789	CD300LB	0.3	0.675504015125712
ENSG00000178795	GDPD4	0.1	0.916076523229032
ENSG00000178802	MPI	-0.7	8.68583150789618E-4
ENSG00000178803	ADORA2A-AS1	-0.5	0.283736471743427
ENSG00000178809	TRIM73	-0.1	0.87951984460762
ENSG00000178826	TMEM139	-0.2	0.626184320398461
ENSG00000178828	RNF186	0.8	0.0542169285318155
ENSG00000178852	EFCAB13	0.3	0.249452921421989
ENSG00000178860	MSC	0.1	0.923348523414808
ENSG00000178878	APOLD1	0.9	8.43945300093681E-4
ENSG00000178882	RFLNA	-0.4	0.33391008182936
ENSG00000178896	EXOSC4	-0.1	0.800203774439376
ENSG00000178904	DPY19L3	0.4	0.103596943242157
ENSG00000178913	TAF7	-0.1	0.687367265044708
ENSG00000178917	ZNF852	0.1	0.793888399700622
ENSG00000178921	PFAS	-0.4	0.203598285307813
ENSG00000178927	CYBC1	-0.1	0.685947576219698
ENSG00000178935	ZNF552	-0.3	0.0166417943910054
ENSG00000178947	SMIM10L2A	0.4	0.522958272085909
ENSG00000178950	GAK	-0.2	0.623315937600351
ENSG00000178951	ZBTB7A	0.7	1.86087301968881E-8
ENSG00000178952	TUFM	-0.1	0.809505520410623
ENSG00000178965	ERICH3	-0.7	0.0979711904375365
ENSG00000178966	RMI1	-0.3	0.274177510896326
ENSG00000178971	CTC1	-0.5	0.0181377120498662
ENSG00000178974	FBXO34	-0.1	0.771238452305287
ENSG00000178980	SELENOW	0.6	0.00322791167452846
ENSG00000178982	EIF3K	-0.1	0.634898039104319
ENSG00000178996	SNX18	-0.2	0.411804363064451
ENSG00000179010	MRFAP1	0.6	4.35728124897743E-6
ENSG00000179021	C3orf38	-0.1	0.841028200489755
ENSG00000179029	TMEM107	0.3	0.434847211736329
ENSG00000179031	Z73417.1	-0.3	0.566383066696999
ENSG00000179038	AP001885.1	0.2	0.72332393202283
